species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Gentoo,Biscoe,52.3,15.6,220.7,5429.6,MALE
Adelie,Biscoe,35.0,18.4,188.6,2972.0,FEMALE
Gentoo,Biscoe,46.5,14.5,221.0,5454.8,FEMALE
Gentoo,Dream,46.2,13.8,208.6,4372.7,MALE
Adelie,Torgersen,39.4,18.8,195.7,4458.3,FEMALE
Gentoo,Biscoe,47.5,13.9,218.3,5223.7,MALE
Gentoo,Torgersen,43.1,14.3,196.6,4776.3,FEMALE
Adelie,Dream,38.2,17.3,192.5,3578.9,FEMALE
Adelie,Dream,36.4,16.5,183.4,2927.0,FEMALE
Chinstrap,Dream,33.1,16.1,178.2,2905.9,FEMALE
Gentoo,Biscoe,34.3,20.8,197.3,4412.1,FEMALE
Adelie,Biscoe,42.8,18.6,194.8,4101.3,MALE
Gentoo,Biscoe,42.8,18.0,212.3,4344.7,FEMALE
Adelie,Dream,42.1,16.0,185.9,3292.2,FEMALE
Chinstrap,Dream,43.9,17.4,187.2,3059.3,FEMALE
Gentoo,Biscoe,45.6,15.1,221.9,5054.4,FEMALE
Adelie,Torgersen,34.7,18.4,175.6,3105.7,MALE
Adelie,Torgersen,35.2,15.2,186.2,2958.8,FEMALE
Gentoo,Biscoe,48.2,15.8,220.4,5875.9,MALE
Adelie,Dream,35.8,17.3,194.4,3319.4,FEMALE
Adelie,Biscoe,38.9,17.3,194.0,4363.3,MALE
Gentoo,Biscoe,40.6,13.4,207.5,4205.9,FEMALE
Gentoo,Biscoe,43.0,13.3,208.0,4494.2,FEMALE
Adelie,Dream,37.3,16.9,192.8,3037.9,FEMALE
Adelie,Torgersen,43.2,19.2,199.3,4529.4,MALE
Adelie,Biscoe,41.6,20.9,206.9,5047.2,MALE
Adelie,Dream,36.7,17.4,189.5,3476.4,FEMALE
Adelie,Dream,37.1,18.9,191.3,3765.4,FEMALE
Gentoo,Biscoe,50.0,16.4,231.0,6034.8,MALE
Gentoo,Biscoe,46.0,15.3,214.1,4731.7,FEMALE
Adelie,Dream,39.9,19.7,191.4,3450.0,MALE
Adelie,Dream,38.8,18.7,185.6,3625.4,FEMALE
Adelie,Torgersen,36.2,18.0,176.5,3473.8,FEMALE
Adelie,Biscoe,38.3,19.6,195.9,3828.7,FEMALE
Adelie,Dream,36.5,17.2,187.0,3151.3,FEMALE
Adelie,Torgersen,50.0,19.1,190.6,3779.1,FEMALE
Gentoo,Biscoe,47.8,15.5,218.5,5299.5,FEMALE
Adelie,Dream,37.2,17.8,189.4,3434.0,FEMALE
Adelie,Dream,40.1,19.8,206.1,4004.6,MALE
Adelie,Dream,41.0,20.3,194.3,3597.4,MALE
Gentoo,Biscoe,43.3,19.0,183.7,4643.4,FEMALE
Adelie,Torgersen,47.4,19.6,211.4,4337.9,MALE
Gentoo,Biscoe,53.1,15.8,220.6,5816.4,MALE
Adelie,Dream,35.8,15.9,184.8,2862.9,FEMALE
Chinstrap,Dream,47.6,15.5,184.1,2903.2,FEMALE
Adelie,Torgersen,36.7,17.3,188.7,4086.1,FEMALE
Adelie,Torgersen,38.3,19.9,178.0,3445.4,MALE
Gentoo,Biscoe,57.3,16.4,226.7,5783.9,MALE
Chinstrap,Dream,41.2,15.6,188.0,4456.4,FEMALE
Gentoo,Biscoe,55.5,16.6,228.0,5983.4,MALE
Adelie,Dream,41.8,19.4,183.9,3520.9,MALE
Adelie,Torgersen,37.3,17.7,186.8,3163.8,FEMALE
Gentoo,Biscoe,52.5,16.8,224.0,5648.1,MALE
Adelie,Torgersen,36.3,19.3,179.6,3325.0,MALE
Adelie,Dream,41.7,13.9,206.9,4394.5,MALE
Gentoo,Biscoe,57.4,18.4,231.0,6115.2,MALE
Gentoo,Biscoe,52.1,17.8,230.7,5779.1,MALE
Chinstrap,Dream,52.0,20.3,194.1,3770.7,MALE
Chinstrap,Dream,55.0,21.3,231.0,6214.8,MALE
Chinstrap,Biscoe,49.2,17.0,231.0,3672.4,FEMALE
Chinstrap,Torgersen,34.0,15.0,183.6,2994.6,FEMALE
Chinstrap,Dream,50.8,18.2,203.2,4060.2,MALE
Adelie,Dream,46.6,17.3,186.8,3379.8,FEMALE
Adelie,Biscoe,37.8,18.7,184.4,3024.3,FEMALE
Gentoo,Dream,45.2,13.9,214.8,2881.8,FEMALE
Adelie,Dream,38.6,19.5,190.1,3985.8,MALE
Gentoo,Biscoe,52.6,16.7,222.0,5271.4,FEMALE
Adelie,Dream,48.4,20.5,196.4,3674.3,FEMALE
Chinstrap,Dream,40.4,20.2,209.3,4013.9,MALE
Gentoo,Biscoe,44.8,14.9,206.9,5395.5,MALE
Gentoo,Dream,48.8,18.7,199.0,5500.7,FEMALE
Gentoo,Biscoe,49.6,15.1,221.7,5352.6,MALE
Adelie,Dream,37.1,19.8,202.1,3903.5,MALE
Chinstrap,Biscoe,47.4,16.5,228.1,3509.6,FEMALE
Chinstrap,Dream,52.2,13.8,199.3,4017.6,MALE
Chinstrap,Dream,40.2,20.2,192.5,3775.3,MALE
Adelie,Dream,39.1,17.8,194.9,3695.0,FEMALE
Gentoo,Biscoe,42.0,13.1,203.3,3799.3,FEMALE
Gentoo,Biscoe,49.4,15.3,221.3,6300.0,MALE
Adelie,Biscoe,38.9,17.7,205.2,4147.1,MALE
Adelie,Dream,38.7,18.9,188.9,3792.9,MALE
Gentoo,Biscoe,51.1,16.3,219.6,5168.9,MALE
Gentoo,Biscoe,44.3,14.0,216.5,4076.1,MALE
Chinstrap,Biscoe,47.6,16.8,191.3,3792.2,MALE
Adelie,Dream,33.4,18.6,189.9,3592.8,FEMALE
Adelie,Dream,38.3,17.4,188.2,3169.9,FEMALE
Adelie,Biscoe,49.0,19.9,198.7,4034.1,MALE
Adelie,Biscoe,43.4,18.8,195.8,4190.7,MALE
Adelie,Dream,40.3,18.9,184.2,3916.1,MALE
Gentoo,Biscoe,49.2,15.2,228.4,5603.8,MALE
Chinstrap,Dream,48.4,15.7,185.6,2977.4,FEMALE
Adelie,Dream,43.7,20.5,190.9,4261.2,MALE
Adelie,Dream,39.4,18.4,191.3,3982.2,FEMALE
Gentoo,Biscoe,54.2,15.6,230.3,5552.0,MALE
Adelie,Dream,39.4,18.4,181.8,3795.7,MALE
Gentoo,Biscoe,46.3,15.3,214.4,5095.5,MALE
Gentoo,Biscoe,47.4,14.2,201.0,4506.2,MALE
Gentoo,Torgersen,42.0,17.2,218.1,4604.1,FEMALE
Gentoo,Dream,54.6,20.2,195.9,4512.2,FEMALE
Chinstrap,Dream,42.1,17.2,186.5,3710.3,FEMALE
Adelie,Biscoe,37.6,16.4,190.6,4187.2,FEMALE
Gentoo,Biscoe,49.0,16.3,222.4,6020.7,MALE
Chinstrap,Biscoe,36.5,17.6,196.2,3611.0,MALE
Chinstrap,Biscoe,50.8,18.5,224.9,3621.0,MALE
Adelie,Dream,35.5,20.0,198.2,3786.2,FEMALE
Adelie,Torgersen,39.2,17.5,195.0,4564.3,MALE
Chinstrap,Dream,49.4,16.2,189.1,3306.5,FEMALE
Adelie,Torgersen,39.1,20.5,189.6,3615.7,MALE
Gentoo,Dream,39.1,18.5,188.7,4510.0,MALE
Gentoo,Biscoe,38.8,18.4,207.5,4491.7,MALE
Gentoo,Biscoe,51.0,19.5,202.5,3927.0,MALE
Adelie,Biscoe,36.0,17.8,179.7,3084.8,FEMALE
Chinstrap,Torgersen,47.5,18.3,192.0,3801.4,FEMALE
Adelie,Biscoe,45.8,13.9,206.8,4436.6,FEMALE
Adelie,Dream,47.5,20.3,208.1,4160.8,MALE
Adelie,Dream,37.2,18.2,184.1,3910.1,MALE
Adelie,Dream,38.8,19.1,188.3,4122.8,MALE
Gentoo,Biscoe,42.0,14.0,210.3,4471.5,MALE
Adelie,Torgersen,45.7,19.7,204.1,4156.5,MALE
Adelie,Dream,35.4,19.9,195.1,3859.2,FEMALE
Adelie,Biscoe,36.9,16.1,188.7,4110.0,FEMALE
Adelie,Biscoe,39.8,17.8,196.3,4483.0,MALE
Adelie,Dream,41.4,20.8,193.4,4066.5,MALE
Adelie,Dream,36.2,16.3,182.7,2883.5,FEMALE
Adelie,Dream,40.9,18.3,190.3,3676.0,FEMALE
Chinstrap,Dream,53.3,19.8,204.5,4416.1,MALE
Gentoo,Biscoe,55.0,16.0,229.9,5894.7,MALE
Chinstrap,Dream,47.2,16.2,197.6,3259.5,FEMALE
Chinstrap,Dream,47.6,17.4,179.8,3684.2,MALE
Gentoo,Biscoe,41.0,13.8,209.8,4498.8,FEMALE
Adelie,Biscoe,34.8,15.9,176.9,2700.0,FEMALE
Chinstrap,Dream,32.1,15.5,174.7,2734.9,FEMALE
Gentoo,Biscoe,44.6,14.0,213.2,4636.7,FEMALE
Chinstrap,Dream,39.8,18.7,196.9,3892.6,MALE
Gentoo,Biscoe,42.0,13.8,205.7,4474.6,FEMALE
Adelie,Dream,37.3,19.2,198.4,3271.3,FEMALE
Adelie,Torgersen,36.9,17.1,196.4,3519.4,FEMALE
Gentoo,Biscoe,49.0,15.3,217.6,5830.7,MALE
Gentoo,Biscoe,54.7,17.4,228.6,5827.7,MALE
Chinstrap,Dream,53.0,21.0,198.6,4861.7,MALE
Adelie,Torgersen,44.0,19.6,198.8,3604.4,MALE
Adelie,Dream,35.9,17.4,176.7,2877.5,FEMALE
Adelie,Biscoe,36.6,17.3,178.7,2985.2,FEMALE
Adelie,Dream,41.2,18.5,189.4,3370.3,FEMALE
Adelie,Dream,35.4,17.2,184.4,3431.7,FEMALE
Gentoo,Biscoe,43.9,13.6,213.0,4688.2,FEMALE
Gentoo,Biscoe,45.0,14.3,218.1,5288.5,FEMALE
Adelie,Torgersen,32.1,15.3,186.7,2986.3,FEMALE
Adelie,Dream,38.7,18.4,199.9,4097.9,MALE
Gentoo,Biscoe,48.6,14.9,227.5,5556.9,MALE
Gentoo,Biscoe,58.5,17.3,231.0,6300.0,MALE
Adelie,Torgersen,41.3,21.5,205.9,4119.4,MALE
Chinstrap,Dream,49.7,19.4,223.9,5540.4,MALE
Adelie,Biscoe,38.7,19.0,191.7,3499.5,FEMALE
Adelie,Torgersen,34.4,17.4,192.5,3167.4,FEMALE
Chinstrap,Dream,44.6,16.6,188.4,3516.7,FEMALE
Gentoo,Biscoe,58.9,16.9,229.6,5951.0,MALE
Chinstrap,Dream,52.5,18.5,198.9,3823.0,MALE
Adelie,Torgersen,35.7,16.9,180.6,3079.3,FEMALE
Gentoo,Biscoe,48.9,13.6,215.0,4868.7,FEMALE
Adelie,Biscoe,49.8,18.5,194.3,3766.4,MALE
Gentoo,Biscoe,40.2,14.3,218.1,4623.7,FEMALE
Adelie,Dream,52.0,18.9,194.1,4209.7,MALE
Gentoo,Biscoe,44.4,15.6,210.0,4451.5,MALE
Chinstrap,Dream,53.0,18.4,210.8,4231.5,MALE
Adelie,Dream,37.8,17.5,187.0,3765.0,FEMALE
Adelie,Torgersen,44.0,18.4,209.6,3984.7,MALE
Gentoo,Biscoe,45.0,13.7,209.3,4585.6,FEMALE
Chinstrap,Torgersen,48.4,18.8,195.7,3356.2,FEMALE
Adelie,Torgersen,40.7,18.5,199.2,4009.8,MALE
Adelie,Dream,37.7,18.9,190.8,3617.4,FEMALE
Gentoo,Biscoe,50.9,16.6,222.0,5376.4,FEMALE
Adelie,Dream,37.7,18.0,182.9,2913.0,FEMALE
Gentoo,Biscoe,47.5,14.5,211.0,4711.4,FEMALE
Gentoo,Biscoe,48.5,14.1,220.3,5336.3,MALE
Gentoo,Biscoe,55.6,15.8,231.0,5904.1,MALE
Adelie,Dream,38.9,16.6,184.0,2980.4,FEMALE
Chinstrap,Dream,45.3,19.0,186.6,2700.0,FEMALE
Adelie,Biscoe,44.9,21.4,197.5,4478.8,MALE
Adelie,Dream,36.5,16.7,183.7,2943.3,FEMALE
Gentoo,Biscoe,48.5,14.7,212.6,4729.3,FEMALE
Gentoo,Biscoe,41.0,14.0,202.9,4221.6,FEMALE
Gentoo,Biscoe,48.6,14.3,219.9,4954.9,FEMALE
Chinstrap,Torgersen,46.6,17.5,197.9,3597.9,FEMALE
Adelie,Torgersen,38.8,18.2,190.9,3367.7,FEMALE
Adelie,Dream,48.3,21.5,199.1,4695.5,MALE
Gentoo,Biscoe,56.4,18.0,231.0,6300.0,MALE
Chinstrap,Dream,46.8,17.2,196.5,3708.8,FEMALE
Gentoo,Biscoe,49.0,14.5,194.7,4384.4,MALE
Adelie,Dream,46.5,17.1,189.1,3657.1,FEMALE
Gentoo,Biscoe,49.8,19.1,200.4,3821.7,MALE
Adelie,Dream,39.3,18.7,187.4,3712.2,FEMALE
Adelie,Torgersen,35.8,19.1,187.4,3513.9,FEMALE
Adelie,Dream,40.8,13.8,209.3,4439.5,MALE
Gentoo,Biscoe,50.9,14.5,220.0,5833.0,MALE
Chinstrap,Biscoe,41.8,20.4,210.8,4693.7,MALE
Adelie,Dream,42.4,19.4,182.0,4050.7,FEMALE
Chinstrap,Dream,45.4,18.8,205.4,3606.9,FEMALE
Adelie,Dream,37.4,16.1,180.9,3187.7,FEMALE
Gentoo,Biscoe,38.5,14.6,180.7,4497.8,FEMALE
Gentoo,Biscoe,47.3,14.3,210.6,4894.6,FEMALE
Chinstrap,Dream,47.7,17.8,193.6,5297.8,MALE
Gentoo,Biscoe,44.6,14.2,210.6,4327.5,FEMALE
Chinstrap,Dream,47.8,18.0,194.8,3616.2,MALE
Gentoo,Biscoe,46.6,15.4,214.8,5131.8,MALE
Chinstrap,Biscoe,54.6,16.7,231.0,5672.1,MALE
Gentoo,Biscoe,44.4,13.9,206.3,4320.6,FEMALE
Adelie,Dream,50.6,16.4,185.4,3169.1,MALE
Chinstrap,Dream,36.9,18.6,188.9,3506.3,FEMALE
Adelie,Torgersen,39.0,18.7,194.9,4410.8,FEMALE
Chinstrap,Biscoe,42.8,16.3,211.0,3296.1,FEMALE
Adelie,Dream,36.0,16.1,187.7,3586.9,MALE
Gentoo,Biscoe,52.0,15.7,219.4,5766.2,MALE
Adelie,Biscoe,39.6,20.7,202.9,3756.2,MALE
Gentoo,Biscoe,43.4,13.4,205.3,3937.8,FEMALE
Gentoo,Biscoe,41.2,13.1,204.7,4249.2,FEMALE
Gentoo,Biscoe,48.4,15.1,217.2,4779.2,FEMALE
Adelie,Dream,49.2,19.4,188.4,3770.4,MALE
Adelie,Dream,39.9,17.7,182.3,3356.8,FEMALE
Adelie,Dream,33.8,16.4,179.7,3001.4,FEMALE
Chinstrap,Dream,52.9,19.6,203.4,4349.4,MALE
Gentoo,Biscoe,48.6,14.9,226.5,5468.8,MALE
Chinstrap,Biscoe,44.2,13.1,173.9,4104.5,MALE
Adelie,Dream,49.5,20.2,197.9,3716.1,FEMALE
Adelie,Torgersen,40.7,18.4,189.6,3337.2,FEMALE
Chinstrap,Dream,52.0,16.7,187.8,3290.7,FEMALE
Chinstrap,Dream,39.8,16.6,187.7,3611.9,MALE
Gentoo,Biscoe,46.9,14.5,217.8,4940.3,FEMALE
Chinstrap,Dream,39.6,18.5,192.3,4072.2,FEMALE
Chinstrap,Dream,53.7,19.9,204.9,4451.4,MALE
Gentoo,Dream,33.6,13.1,192.4,4260.2,MALE
Adelie,Biscoe,39.2,17.2,191.5,3077.6,FEMALE
Chinstrap,Dream,42.6,16.8,195.0,3451.6,FEMALE
Gentoo,Biscoe,46.8,14.4,222.7,5151.0,FEMALE
Adelie,Biscoe,35.7,18.8,190.3,3059.6,FEMALE
Chinstrap,Torgersen,37.4,16.9,178.5,3924.9,MALE
Gentoo,Biscoe,49.2,14.8,213.8,4678.0,MALE
Chinstrap,Dream,42.8,21.5,199.1,4263.2,MALE
Gentoo,Biscoe,47.8,14.9,216.7,5187.3,MALE
Adelie,Dream,40.3,17.9,183.1,3397.5,FEMALE
Gentoo,Biscoe,40.7,13.8,209.4,4469.1,FEMALE
Adelie,Dream,41.5,19.7,184.8,3800.9,MALE
Chinstrap,Biscoe,36.7,17.7,194.4,3519.1,FEMALE
Gentoo,Biscoe,46.6,14.3,210.3,4553.2,FEMALE
Adelie,Dream,37.5,17.5,196.2,3609.0,MALE
Adelie,Biscoe,32.9,17.2,183.0,2700.0,FEMALE
